Date,종가,수익률,거래량,is_anomaly
2020-10-22,28121,-0.0067813371949281,9223904,0
2020-10-23,28221,0.0035560613064968,7948302,0
2020-10-26,28167,-0.001913468693526,9077206,0
2020-10-27,27925,-0.0085916143004224,8259941,0
2020-10-28,28078,0.0054789615040287,5862562,0
2020-10-29,27785,-0.0104352161834888,10425956,0
2020-10-30,27029,-0.0272089256793234,21196914,0
2020-11-02,27442,0.0152798845684265,8815894,0
2020-11-03,27991,0.0200058304788279,7308287,0
2020-11-04,28163,0.0061448322675146,15521560,0
2020-11-05,28784,0.022050207719348,9415988,0
2020-11-06,28856,0.0025013896609227,11738245,0
2020-11-09,29220,0.0126143609647906,9922034,0
2020-11-10,29215,-0.0001711156741958,13443638,0
2020-11-11,29684,0.0160533972274516,10737245,0
2020-11-12,29542,-0.0047837218703679,13854643,0
2020-11-13,29851,0.0104596845169588,9405439,0
2020-11-16,30487,0.0213058189005392,10095934,0
2020-11-17,30478,-0.0002952077934857,11793791,0
2020-11-18,30447,-0.0010171271080779,8247614,0
2020-11-19,30487,0.0013137583341544,7774574,0
2020-11-20,30520,0.0010824285761144,7760080,0
2020-11-23,31220,0.0229357798165137,9515119,0
2020-11-24,31389,0.005413196668802,12165170,0
2020-11-25,31206,-0.0058300678581668,11727823,0
2020-11-26,31515,0.0099019419342434,8722175,0
2020-11-27,31587,0.0022846263683959,10177524,0
2020-11-30,31108,-0.0151644663944027,15949192,0
2020-12-01,31599,0.0157837212292657,5753393,0
2020-12-02,32152,0.0175005538149941,8413907,0
2020-12-03,32379,0.007060213983578,12925387,0
2020-12-04,32960,0.0179437289601285,11818667,0
2020-12-07,33139,0.0054308252427184,19855196,0
2020-12-08,32608,-0.0160234165183017,13995990,0
2020-12-09,33363,0.0231538272816487,14080806,0
2020-12-10,33099,-0.0079129574678535,12478116,0
2020-12-11,33386,0.0086709568264902,11091337,0
2020-12-14,33256,-0.0038938477206014,14547772,0
2020-12-15,33256,0.0,14636168,0
2020-12-16,33395,0.0041796968968006,8162037,0
2020-12-17,33363,-0.0009582272795328,8683712,0
2020-12-18,33316,-0.0014087462158678,8031392,0
2020-12-21,33359,0.0012906711489975,14901054,0
2020-12-22,32816,-0.0162774663509097,13921493,0
2020-12-23,33284,0.0142613359336909,16803613,0
2020-12-24,33948,0.0199495252974402,10677510,0
2020-12-28,34115,0.004919288323318,10461846,0
2020-12-29,34696,0.0170306316869413,17458833,0
2020-12-30,35427,0.0210687110906155,13535811,0
2021-01-04,36359,0.0263076184830779,12949510,0
2021-01-05,36908,0.01509942517671,9698819,0
2021-01-06,36547,-0.0097810772732198,16176238,0
2021-01-07,37399,0.0233124469860728,9301093,1
2021-01-08,39054,0.0442525201208587,12243495,1
2021-01-11,39153,0.0025349516054693,24556298,0
2021-01-12,38850,-0.0077388705846295,27093755,0
2021-01-13,39066,0.0055598455598455,12740383,0
2021-01-14,39019,-0.0012030922029385,9661654,0
2021-01-15,38160,-0.0220149158102462,12658794,0
2021-01-18,37277,-0.0231394129979035,12709668,0
2021-01-19,38256,0.0262628430399443,10362158,0
2021-01-20,38477,0.0057768716018402,11349571,0
2021-01-21,39041,0.0146581074408087,9657352,0
2021-01-22,38771,-0.0069158064598755,13860787,0
2021-01-25,39695,0.0238322457506898,6785444,0
2021-01-26,38615,-0.0272074568585464,11272863,0
2021-01-27,38486,-0.0033406707238119,9330383,0
2021-01-28,37777,-0.0184222834277399,11501455,0
2021-01-29,36926,-0.0225269343780607,14152455,0
2021-02-01,37848,0.0249688566321832,11353827,0
2021-02-02,38409,0.0148224476854788,13289652,0
2021-02-03,38729,0.0083313806659897,10908369,0
2021-02-04,38082,-0.0167058276743525,19243987,0
2021-02-05,38568,0.0127619347723333,14067433,0
2021-02-08,38186,-0.0099045841111802,7845942,0
2021-02-09,38059,-0.0033258262190331,8742435,0
2021-02-10,38325,0.0069891484274415,6927341,0
2021-02-15,38887,0.0146640574037835,7009694,0
